mouseID,Time,Gender,injured,CaAmplit,CaArea,rearing,grooming,NCaAmplit,NCaArea,Nrearing,Ngrooming
i04,3,f,0,7.1575,NaN,38,32,2.16806681307462,NaN,0.993464052287582,0.870748299319728
i04,7,f,0,4.8822,NaN,57,41,1.47885934960432,NaN,1.49019607843137,1.1156462585034
i04,14,f,0,2.3952,163.053441742974,54,59,0.725526179626452,0.675972265491859,1.41176470588235,1.60544217687075
i04,56,f,0,2.12975115072223,153.672479994756,38,33,0.645119495716462,0.637081519625658,0.993464052287582,0.89795918367347
v09,-7,m,0,2.5737,NaN,38,20,1.26366180586242,NaN,1.12592592592593,0.661157024793389
v09,-6,m,0,1.0054,200.327824798921,34,39,0.493641675258997,0.910214867196246,1.00740740740741,1.28925619834711
v09,-4,m,0,2.2023,349.653732852651,35,28,1.08130799823243,1.58869606023327,1.03703703703704,0.925619834710744
v09,-0.014,m,0,2.3654,110.283877613391,28,34,1.16138852064614,0.501088778438633,0.82962962962963,1.12396694214876
v09,0,m,0,NaN,NaN,22,32,NaN,NaN,0.651851851851852,1.05785123966942
v09,0.014,m,0,2.5203,110.583616970696,12,50,1.23744292237443,0.502450682206003,0.355555555555556,1.65289256198347
v09,0.042,m,0,2.6495,182.516615566823,20,34,1.30087887268621,0.829287380153088,0.592592592592593,1.12396694214876
v09,1,m,0,3.8189,331.300243736224,35,36,1.87504296165366,1.50530465579176,1.03703703703704,1.1900826446281
v09,3,m,0,6.9768,434.532059879221,27,34,3.42554131683606,1.97435149896165,0.8,1.12396694214876
v09,7,m,0,2.5621,104.5478659456,27,30,1.25796631806353,0.475026482281446,0.8,0.991735537190083
v09,14,m,0,3.0891,NaN,33,50,1.51671822065105,NaN,0.977777777777778,1.65289256198347
v09,56,m,0,5.83322701974542,118.45614705,6,6,2.86405804487652,0.538220520608755,0.177777777777778,0.198347107438017
v10,-7,m,0,2.8479,361.126304649155,49,38,1.11516171979012,1.25116471223743,1.20987654320988,1.04109589041096
v10,-6,m,0,1.0574,161.627624476385,47,41,0.414049651499726,0.559977984611454,1.16049382716049,1.12328767123288
v10,-4,m,0,4.1441,253.184989598238,40,38,1.62271908528467,0.87718928412394,0.987654320987654,1.04109589041096
v10,-0.014,m,0,2.1658,378.589501449968,26,29,0.848069543425484,1.31166801902718,0.641975308641975,0.794520547945206
v10,0,m,0,NaN,NaN,20,26,NaN,NaN,0.493827160493827,0.712328767123288
v10,0.014,m,0,3.3698,544.593645688199,18,28,1.31952384681651,1.8868089729874,0.444444444444444,0.767123287671233
v10,0.042,m,0,4.132,342.93956155735,28,28,1.61798104785026,1.18815459391027,0.691358024691358,0.767123287671233
v10,1,m,0,5.1606,NaN,30,44,2.02075338710941,NaN,0.740740740740741,1.20547945205479
v10,3,m,0,3.1989,343.726526614223,31,38,1.25260396272222,1.19088112724846,0.765432098765432,1.04109589041096
v10,7,m,0,4.0484,NaN,52,36,1.58524551648524,NaN,1.28395061728395,0.986301369863014
v10,14,m,0,3.6698,603.632028764369,39,46,1.43699584932258,2.09135442044303,0.962962962962963,1.26027397260274
v10,56,m,0,1.25893811952674,244.567022,33,27,0.492966606625421,0.847331318056926,0.814814814814815,0.73972602739726
i07,-7,m,0,4.4509,NaN,39,30,1.03355470926992,NaN,1.1304347826087,0.648648648648649
i07,-6,m,0,4.3318,NaN,35,50,1.00589819803084,NaN,1.01449275362319,1.08108108108108
i07,-4,m,0,3.8192,213.45704,40,61,0.886866059817945,0.981857689837959,1.15942028985507,1.31891891891892
i07,-0.014,m,0,4.6237,221.34543,24,44,1.07368103288129,1.01814263214738,0.695652173913043,0.951351351351351
i07,0,m,0,NaN,NaN,23,54,NaN,NaN,0.666666666666667,1.16756756756757
i07,0.014,m,0,2.432,229.64580256,21,52,0.564740850826677,1.05632260797089,0.608695652173913,1.12432432432432
i07,0.042,m,0,3.4322,268.43251108,19,36,0.796999814229983,1.23473334590609,0.550724637681159,0.778378378378378
i07,1,m,0,6.1735,NaN,19,45,1.43356399777076,NaN,0.550724637681159,0.972972972972973
i07,3,m,0,NaN,312.54634,21,43,NaN,1.43764772227568,0.608695652173913,0.92972972972973
i07,7,m,0,5.2092,295.69756,32,32,1.20964146386773,1.36014686211484,0.927536231884058,0.691891891891892
i07,14,m,0,4.3855,270.1424601,42,30,1.01836801040312,1.24259875336475,1.21739130434783,0.648648648648649
i07,56,m,0,NaN,300.236583456,37,27,NaN,1.3810254196205,1.07246376811594,0.583783783783784
